IN,IN,0
THE,DT,0
BEAUTIFUL,JJ,0
SCHOHARIE,NNP,0
FOOTHILLS,NNS,0
.,.,0
WE,PRP,0
HAVE,VBP,0
PUT,VBN,0
THE,DT,0
PROPERTY,NN,0
UNDER,IN,0
A,DT,0
CONSERVATION,NN,0
EASEMENT,NN,0
WITH,IN,0
THE,DT,0
STIPULATION,NN,0
THAT,IN,0
GAS,NN,0
AND,CC,0
OIL,NN,1
DRILLING,NN,0
WILL,MD,0
NEVER,RB,0
BE,VB,0
ALLOWED,VBN,0
.,.,0
MUCH,RB,0
MORE,JJR,0
THAN,IN,0
MONEY,NN,0
WE,PRP,0
VALUE,VBP,0
THE,DT,0
RUSTLING,NN,0
OF,IN,0
LEAVES,NNS,0
IN,IN,0
THE,DT,0
TREES,NNS,0
THE,DT,0
BABBLING,VBG,0
RUSH,NN,0
OF,IN,0
THE,DT,0
CRYSTAL,NN,0
CLEAR,JJ,0
BROOK,NNP,0
THE,DT,0
PRISTINE,NNP,0
VALLEY,NNP,0
VIEW,NN,0
THE,DT,0
COLORFUL,JJ,0
VARIETY,NN,0
OF,IN,0
BIRDS,NNS,0
THE,DT,0
DEER,NN,0
AND,CC,0
TURKEYS,NNS,0
WANDERING,VBG,0
IN,IN,0
THE,DT,0
MEADOW,NN,0
AND,CC,0
THE,DT,0
TASTE,NN,0
OF,IN,0
ICY,NN,0
PURE,JJ,0
WELL,JJ,0
WATER,NN,0
PUMPED,VBN,0
FROM,IN,0
HUNDREDS,NNS,0
OF,IN,0
FEET,NNS,0
BELOW,IN,0
THE,DT,0
GROUND,NN,0
.,.,0
MANY,JJ,0
OF,IN,0
THESE,DT,0
JOYS,NNS,0
COULD,MD,0
BE,VB,0
COMPROMISED,VBN,0
BY,IN,0
HYDROFRACKING,VBG,0
.,.,0
WE,PRP,0
BELIEVE,VBP,0
THAT,IN,0
MOST,JJS,0
NEW,NNPS,0
YORKERS,NNPS,0
REFLECT,VBP,0
OUR,PRP$,0
VALUES,NNS,0
AND,CC,0
CHERISH,VB,0
THE,DT,0
NATURAL,JJ,0
IRREPLACEABLE,JJ,0
BEAUTY,NN,0
OF,IN,0
OUR,PRP$,0
STATE,NN,0
.,.,0
WE,PRP,0
HOPE,VBP,0
THEY,PRP,0
JOIN,VBP,0
US,PRP,0
BY,IN,0
RAISING,VBG,0
THEIR,PRP$,0
VOICES,NNS,0
TO,TO,0
OPPOSE,VB,0
HYDROFRACKING,NN,0
.,.,0
TWO,CD,0
BIG,JJ,0
THUMBS,NNS,0
-,:,0
DOWN,NN,0
TO,IN,0
THE,DT,0
ORGANIZERS,NNS,0
OF,IN,0
THE,DT,0
CT,NNP,0
FOLK,NNP,0
FEST,NNP,0
&,CC,0
GREEN,NNP,0
EXPO,NNP,0
WHO,WP,0
ALLOWED,VBD,0
THREE,CD,0
VENDORS,NNS,0
THIS,DT,0
YEAR,NN,0
TO,TO,0
SERVE,VB,0
FOOD,NN,0
IN,IN,0
LANDFILL,NN,0
-,HYPH,0
STUFFING,NN,0
OZONE,NN,0
-,HYPH,0
DEPLETING,VBG,0
STYROFOAM,NNP,0
CONTAINERS,NNS,0
AT,IN,0
AN,DT,0
EARTH,NNP,0
-,HYPH,0
CONSCIOUS,JJ,0
ZERO,CD,0
-,HYPH,0
WASTE,NN,0
EVENT,NN,0
.,.,0
MYSELF,PRP,0
AND,CC,0
OTHERS,NNS,0
HAVE,VBP,0
COMPLAINED,VBN,0
FOR,IN,0
THE,DT,0
PAST,JJ,0
SEVERAL,JJ,0
YEARS,NNS,0
ABOUT,IN,0
ONE,CD,0
OF,IN,0
THE,DT,0
VENDORS,NNS,0
WHO,WP,0
DESPITE,IN,0
DIRECT,JJ,0
CRITICISMS,NNS,0
CONTINUES,VBZ,0
TO,TO,0
BRING,VB,0
THE,DT,0
TOXIC,JJ,0
PLATES,NNS,0
.,.,0
AND,CC,0
NOW,RB,0
THERE,EX,0
ARE,VBP,0
THREE,CD,0
.,.,0
SURELY,RB,0
IN,IN,0
A,DT,0
PROGRESSIVE,JJ,0
CITY,NN,0
SUCH,JJ,0
AS,IN,0
NEW,NNP,0
HAVEN,NNP,0
THEY,PRP,0
CAN,MD,0
FIND,VB,0
FOOD,NN,0
VENDORS,NNS,0
WHO,WP,0
CARE,VBP,0
ABOUT,IN,0
THE,DT,0
EARTH,NN,0
OR,CC,0
AT,RB,0
LEAST,JJS,0
PRETEND,VB,0
TO,IN,0
FOR,IN,0
A,DT,0
GREEN,JJ,0
EXPO,NN,0
?,.,0
NEXT,JJ,0
YEAR,NN,0
I,PRP,0
IMPLORE,VBP,0
THE,DT,0
ORGANIZERS,NNS,0
OF,IN,0
WHAT,WP,0
IS,VBZ,0
OTHERWISE,RB,0
A,DT,0
WONDERFUL,JJ,0
EVENT,NN,0
TO,TO,0
JUST,RB,0
SAY,VB,0
NO,UH,0
TO,IN,0
THE,DT,0
ALMIGHTY,JJ,0
DOLLAR,NN,0
PROVIDED,VBN,0
BY,IN,0
POLLUTING,VBG,0
VENDORS,NNS,0
.,.,0
í,IN,0
DAVID,NNP,0
DRZAL,NNP,0
TRUMBULL,NNP,0
HALLSTEAD,NN,0
PA.,NNP,0
í,NNS,0
ON,IN,0
OUR,PRP$,0
SMALL,JJ,0
SUMMERTIME,NN,0
FARM,NN,0
ABOUT,RB,0
EIGHT,CD,0
MILES,NNS,0
SOUTH,RB,0
OF,IN,0
THE,DT,0
NEW,NNP,0
YORK,NNP,0
STATE,NN,0
LINE,NN,0
MY,PRP$,0
WIFE,NN,0
AND,CC,0
I,PRP,0
ARE,VBP,0
SMACK,NNP,0
-,HYPH,0
DAB,NN,0
IN,IN,0
THE,DT,0
MIDDLE,NN,0
OF,IN,0
HYDRAULIC,JJ,0
FRACTURING,VBG,0
COUNTRY,NN,0
.,.,0
THE,DT,0
FRACKING,VBG,0
NEWS,NN,0
FROM,IN,0
JUST,RB,0
NORTH,RB,0
OF,IN,0
US,PRP,0
CATCHES,VBZ,0
OUR,PRP$,0
ATTENTION,NN,0
EVERY,DT,0
DAY,NN,0
.,.,0
SO,RB,0
DO,VB,0
THE,DT,0
TRUCKS,NNS,0
NOISE,NN,0
AND,CC,0
DISRUPTION,NN,0
IT,PRP,0
BRINGS,VBZ,0
.,.,0
COMPARING,VBG,0
THE,DT,0
DELIBERATE,JJ,0
PACE,NN,0
IN,IN,0
NEW,NNP,0
YORK,NNP,0
TO,IN,0
THE,DT,0
QUICKER,JJR,0
APPROVALS,NNS,0
THAT,WDT,0
LED,VBD,0
TO,IN,0
WHOLESALE,JJ,0
DRILLING,NN,0
IN,IN,0
PENNSYLVANIA,NNP,0
GIVES,VBZ,0
ME,PRP,0
HOPE,VB,0
THAT,IN,0
THE,DT,0
RIGHT,JJ,0
DECISIONS,NNS,0
WILL,MD,0
BE,VB,0
MADE,VBN,0
SPURRED,VBN,0
BY,IN,0
THE,DT,0
WIDE,JJ,0
RANGE,NN,0
OF,IN,0
ENVIRONMENTAL,JJ,0
QUESTIONS,NNS,0
AS,RB,0
WELL,RB,0
AS,IN,0
THE,DT,0
POTENTIAL,NN,0
FOR,IN,0
SERIOUS,JJ,0
INCOME,NN,0
.,.,0
THIS,DT,0
IS,VBZ,0
NO,DT,0
TIME,NN,0
TO,TO,0
ACT,VB,0
IN,IN,0
HASTE,NN,0
.,.,0
OUR,PRP$,0
FARM,NN,0
IS,VBZ,0
19,CD,0
MILES,NNS,0
FROM,IN,0
DIMOCK,NNP,0
THE,DT,0
EPICENTER,NN,0
OF,IN,0
DRILLING,NN,0
IN,IN,0
THE,DT,0
COUNTY,NN,0
AND,CC,0
THE,DT,0
TOWN,NN,0
FEATURED,VBD,0
IN,IN,0
"""",'',0
THE,DT,0
HBO,NNP,0
DOCUMENTARY,NN,0
.,.,0
A,DT,0
MEMORABLE,JJ,0
SCENE,NN,0
COMES,VBZ,0
WHEN,WRB,0
ONE,CD,0
HOMEOWNER,NN,0
TURNS,VBZ,0
ON,IN,0
A,DT,0
FAUCET,NN,0
AND,CC,0
IGNITES,VBZ,0
THE,DT,0
METHANE,NN,0
FLOWING,VBG,0
OUT,RP,0
ALONG,IN,0
WITH,IN,0
THE,DT,0
WATER,NN,0
.,.,0
THE,DT,0
AREA,NN,0
HAS,VBZ,0
BEEN,VBN,0
FULL,JJ,0
OF,IN,0
METHANE,NN,0
FOR,IN,0
DECADES,NNS,0
THOUGH,RB,0
AND,CC,0
MY,PRP$,0
WIFE,NN,0
REMEMBERS,VBZ,0
STORIES,NNS,0
OF,IN,0
FLAMING,VBG,0
FAUCETS,NNS,0
FROM,IN,0
WELL,RB,0
BEFORE,IN,0
FRACKING,VBG,0
BEGAN,VBD,0
.,.,0
FOUR,CD,0
YEARS,NNS,0
AGO,RB,0
WE,PRP,0
SIGNED,VBD,0
A,DT,0
LEASE,NN,0
ON,IN,0
OUR,PRP$,0
PROPERTY,NN,0
TO,TO,0
ALLOW,VB,0
DRILLING,NN,0
.,.,0
EVERYONE,NN,0
AROUND,IN,0
US,PRP,0
WAS,VBD,0
ON,IN,0
BOARD,NN,0
SO,IN,0
IT,PRP,0
WOULD,MD,0
HAVE,VB,0
BEEN,VBN,0
FOOLISH,JJ,0
NOT,RB,0
TO,TO,0
SINCE,IN,0
THERE,EX,0
'S,VBZ,0
NO,DT,0
ESCAPING,VBG,0
THE,DT,0
WIDESPREAD,JJ,0
EFFECTS,NNS,0
ON,IN,0
LIFE,NN,0
IN,IN,0
AN,DT,0
AREA,NN,0
RIDDLED,VBN,0
WITH,IN,0
WELLS,NNS,0
AND,CC,0
ACTIVE,JJ,0
DRILLING,NN,0
OPERATIONS,NNS,0
.,.,0
NEW,NNP,0
YORKERS,NNPS,0
WOULD,MD,0
BE,VB,0
WELL,RB,0
ADVISED,VBN,0
TO,TO,0
CONSIDER,VB,0
THAT,DT,0
DISRUPTION,NN,0
AS,IN,0
THEY,PRP,0
DEBATE,VBP,0
FRACKING,VBG,0
.,.,0
FRACKING,NN,0
USES,VBZ,0
HUGE,JJ,0
AMOUNTS,NNS,0
OF,IN,0
WATER,NN,0
MOST,JJS,0
OF,IN,0
IT,PRP,0
HAULED,VBD,0
BY,IN,0
TRUCK,NN,0
THAT,WDT,0
IS,VBZ,0
LACED,VBN,0
WITH,IN,0
CHEMICALS,NNS,0
AND,CC,0
SAND,NN,0
AND,CC,0
INJECTED,VBN,0
UNDER,IN,0
VERY,RB,0
HIGH,JJ,0
PRESSURE,NN,0
INTO,IN,0
SHALE,JJ,0
FORMATIONS,NNS,0
TO,TO,0
FRACTURE,VB,0
THE,DT,0
ROCK,NN,0
AND,CC,0
RELEASE,VB,0
THE,DT,0
GAS,NN,0
.,.,0
SOME,DT,0
OF,IN,0
THE,DT,0
USED,VBN,0
FRACKING,VBG,0
FLUID,NN,0
IS,VBZ,0
RETURNED,VBN,0
TO,IN,0
THE,DT,0
GROUND,NN,0
INTO,IN,0
VERY,RB,0
DEEP,JJ,0
AND,CC,0
SUPPOSEDLY,RB,0
LEAKPROOF,JJ,0
WELLS,NNS,0
.,.,0
SOME,DT,0
IS,VBZ,0
TREATED,VBN,0
IN,IN,0
PLANTS,NNS,0
TO,TO,0
REMOVE,VB,0
THE,DT,0
DANGEROUS,JJ,0
STUFF,NN,0
.,.,0
EARLY,RB,0
ON,RB,0
SOME,DT,0
WAS,VBD,0
DUMPED,VBN,0
INTO,IN,0
THE,DT,0
SUSQUEHANNA,NNP,0
RIVER,NNP,0
AND,CC,0
ITS,PRP$,0
TRIBUTARIES,NNS,0
.,.,0
IN,IN,0
SUSQUEHANNA,NNP,0
COUNTY,NNP,0
DRILLING,NN,0
HAS,VBZ,0
CHANGED,VBN,0
ALMOST,RB,0
EVERYTHING,NN,0
.,.,0
NEW,NNP,0
YORK,NNP,0
WILL,MD,0
BE,VB,0
WELL,RB,0
ADVISED,VBN,0
TO,TO,0
PAY,VB,0
ATTENTION,NN,0
TO,IN,0
QUALITY,NN,0
OF,IN,0
LIFE,NN,0
AS,RB,0
MUCH,RB,0
AS,IN,0
TO,IN,0
POLLUTION,NN,0
.,.,0
SUSQUEHANNA,NNP,0
'S,POS,0
ROADS,NNS,0
MANY,JJ,0
OF,IN,0
THEM,PRP,0
DIRT,NN,0
ARE,VBP,0
PUMMELED,VBN,0
DAILY,RB,0
BY,IN,0
THE,DT,0
NOISY,JJ,0
FLEETS,NNS,0
OF,IN,0
WATER,NN,0
TRUCKS,NNS,0
AND,CC,0
SHOW,VBP,0
THE,DT,0
WEAR,NN,0
.,.,0
IT,PRP,0
IS,VBZ,0
HARD,JJ,0
TO,TO,0
CHAT,VB,0
WITH,IN,0
A,DT,0
FRIEND,NN,0
ON,IN,0
A,DT,0
STREET,NN,0
CORNER,NN,0
IN,IN,0
MONTROSE,NNP,0
THE,DT,0
COUNTY,NN,0
SEAT,NN,0
BECAUSE,IN,0
OF,IN,0
THE,DT,0
TRUCKS,NNS,0
.,.,0
I,PRP,0
COUNTED,VBD,0
38,CD,0
IN,IN,0
30,CD,0
MINUTES,NNS,0
ONE,CD,0
DAY,NN,0
LAST,JJ,0
SUMMER,NN,0
PASSING,VBG,0
UNDER,IN,0
THE,DT,0
LONE,NNP,0
TRAFFIC,NN,0
SIGNAL,NN,0
IN,IN,0
TOWN,NN,0
.,.,0
HOUSING,NN,0
IN,IN,0
THE,DT,0
COUNTY,NN,0
HAS,VBZ,0
BEEN,VBN,0
SWAMPED,VBN,0
BY,IN,0
DRILL,NN,0
CREWS,NNS,0
FROM,IN,0
OUT,IN,0
OF,IN,0
TOWN,NN,0
MAKING,VBG,0
AFFORDABLE,JJ,0
HOUSING,NN,0
FOR,IN,0
THE,DT,0
LOCALS,NNS,0
HARD,RB,0
TO,TO,0
FIND,VB,0
.,.,0
UNSIGHTLY,RB,0
MOBILE,JJ,0
HOME,NN,0
PARKS,NNS,0
HAVE,VBP,0
SPRUNG,VBN,0
UP,RP,0
.,.,0
STAGING,VBG,0
AREAS,NNS,0
FOR,IN,0
WELL,NN,0
AND,CC,0
PIPELINE,NN,0
OPERATIONS,NNS,0
LOOK,VBP,0
LIKE,IN,0
D,NNP,0
-,HYPH,0
DAY,NN,0
LAUNCH,NN,0
SITES,NNS,0
.,.,0
SUSQUEHANNA,NNP,0
IS,VBZ,0
A,DT,0
POOR,JJ,0
COUNTY,NN,0
.,.,0
WHILE,IN,0
HAVING,VBG,0
MORE,JJR,0
JOBS,NNS,0
IS,VBZ,0
GREAT,JJ,0
MUCH,JJ,0
OF,IN,0
THE,DT,0
PAY,NN,0
GOES,VBZ,0
OUT,IN,0
OF,IN,0
STATE,NN,0
.,.,0
GAS,NN,0
COMPANIES,NNS,0
HAVE,VBP,0
PURCHASED,VBN,0
A,DT,0
LOT,NN,0
OF,IN,0
GOODWILL,NN,0
WITH,IN,0
THEIR,PRP$,0
GENEROUS,JJ,0
DONATIONS,NNS,0
BUT,CC,0
THEY,PRP,0
WILL,MD,0
NOT,RB,0
GO,VB,0
ON,RP,0
FOREVER,RB,0
.,.,0
BUSINESSES,NNS,0
SUPPORTING,VBG,0
DRILLING,NN,0
HAVE,VBP,0
OPENED,VBN,0
BUT,CC,0
THEY,PRP,0
ALSO,RB,0
HAVE,VBP,0
LIMITED,VBN,0
LIFETIMES,NNS,0
.,.,0
GOV.,NNP,0
BOB,NNP,0
KOCHERSBERGER,NNP,0
LIVES,VBZ,0
THE,DT,0
REST,NN,0
OF,IN,0
THE,DT,0
YEAR,NN,0
IN,IN,0
NORTH,NNP,0
CAROLINA,NNP,0
AND,CC,0
TEACHES,VBZ,0
AT,IN,0
TO,IN,0
THE,DT,0
EDITOR,NNP,0
:,:,0
THE,DT,0
CITY,NN,0
OF,IN,0
NORWALK,NNP,0
HAS,VBZ,0
RECENTLY,RB,0
SPENT,VBN,0
WELL,RB,0
MORE,JJR,0
THAN,IN,0
$,$,0
ON,IN,0
MARY,NNP,0
AUSTIN,NNP,0
PLACE,NNP,0
IN,IN,0
ORDER,NN,0
TO,TO,0
CORRECT,VB,0
FLOODING,NN,0
AND,CC,0
OTHER,JJ,0
DETRIMENTAL,JJ,0
EFFECTS,NNS,0
CAUSED,VBN,0
BY,IN,0
RUNOFF,NN,0
FROM,IN,0
THE,DT,0
VERY,JJ,0
PROPERTY,NN,0
PROPOSED,VBN,0
FOR,IN,0
DEVELOPMENT,NN,0
.,.,0
IF,IN,0
THIS,DT,0
PROJECT,NN,0
GOES,VBZ,0
THROUGH,RP,0
IT,PRP,0
WILL,MD,0
NOT,RB,0
ONLY,RB,0
UNDO,VB,0
ALL,PDT,0
THE,DT,0
WORK,NN,0
THAT,WDT,0
HAS,VBZ,0
BEEN,VBN,0
DONE,VBN,0
BUT,CC,0
WILL,MD,0
SET,VB,0
ITSELF,PRP,0
UP,RP,0
AS,IN,0
A,DT,0
FUTURE,JJ,0
AND,CC,0
MAJOR,JJ,0
POLLUTER,NN,0
OF,IN,0
THE,DT,0
SILVERMINE,NNP,0
RIVER,NNP,0
.,.,0
IN,IN,0
ADDITION,NN,0
THIS,DT,0
11-UNIT,CD,0
HOUSING,NN,0
DEVELOPMENT,NN,0
(,-LRB-,0
CONSERVATION,NN,0
?,.,0
),-RRB-,0
WILL,MD,0
ADD,VB,0
AT,RB,0
LEAST,RBS,0
22,CD,0
MORE,JJR,0
CARS,NNS,0
COMING,VBG,0
AND,CC,0
GOING,VBG,0
DAILY,RB,0
.,.,0
ACCORDING,VBG,0
TO,IN,0
THE,DT,0
DEVELOPER,NN,0
'S,POS,0
TRAFFIC,NN,0
ENGINEER,NN,0
THIS,DT,0
WILL,MD,0
NOT,RB,0
HAVE,VB,0
ANY,DT,0
IMPACT,NN,0
ON,IN,0
TRAFFIC,NN,0
PATTERNS,NNS,0
.,.,0
LET,VB,0
'S,PRP,0
DO,VB,0
THE,DT,0
MATH,NN,0
--,:,0
22,CD,0
(,-LRB-,0
CARS,NNS,0
DAILY,RB,0
),-RRB-,0
X,LS,0
365,CD,0
(,-LRB-,0
DAYS,NNS,0
),-RRB-,0
--,:,0
DRAW,VB,0
YOUR,PRP$,0
OWN,JJ,0
CONCLUSION,NN,0
.,.,0
FURTHERMORE,RB,0
THE,DT,0
TRAFFIC,NN,0
ENGINEER,NN,0
SUGGESTED,VBD,0
MOVING,VBG,0
A,DT,0
200-YEAR,CD,0
-,HYPH,0
OLD,JJ,0
STONE,NN,0
WALL,NN,0
FOR,IN,0
INCREASED,VBN,0
VISIBILITY,NN,0
UPON,IN,0
EXITING,VBG,0
THE,DT,0
PROPERTY,NN,0
.,.,0
IF,IN,0
THIS,DT,0
DOES,VBZ,0
N'T,RB,0
INFLUENCE,VB,0
QUALITY,NN,0
OF,IN,0
LIFE,NN,0
AND,CC,0
HISTORY,NN,0
ALONG,IN,0
SILVER,NNP,0
-,HYPH,0
MINE,NN,0
AVENUE,NNP,0
THEN,RB,0
WHAT,WP,0
DOES,VBZ,0
?,.,0
PLANNING,NN,0
AND,CC,0
ZONING,NNP,0
SHOULD,MD,0
NOT,RB,0
ALWAYS,RB,0
BE,VB,0
SEDUCED,VBN,0
BY,IN,0
MORE,JJR,0
TAX,NN,0
DOLLARS,NNS,0
.,.,0
NORWALK,NNP,0
ALREADY,RB,0
SUFFERS,VBZ,0
FROM,IN,0
A,DT,0
SELF,NN,0
-,HYPH,0
IMPOSED,VBN,0
INFERIORITY,NN,0
COMPLEX,NN,0
.,.,0
THIS,DT,0
TIME,NN,0
AROUND,RB,0
LET,VB,0
'S,PRP,0
SET,VB,0
THE,DT,0
BAR,NN,0
HIGHER,RBR,0
AND,CC,0
SEND,VB,0
A,DT,0
STRONG,JJ,0
MESSAGE,NN,0
TO,IN,0
P&Z,NNP,0
THAT,IN,0
COMMUNITY,NN,0
MATTERS,VBZ,0
MORE,RBR,0
THAN,IN,0
THE,DT,0
ALMIGHTY,JJ,0
DOLLAR,NN,0
.,.,0
SAVING,VBG,0
SILVERMINE,NNP,0
FROM,IN,0
ONE,CD,0
DEVELOPERS,NNS,0
',POS,0
GREED,NN,0
IS,VBZ,0
A,DT,0
STEP,NN,0
TOWARDS,IN,0
SAVING,VBG,0
NORWALK,NNP,0
FROM,IN,0
FUTURE,JJ,0
EXPLOITATION,NN,0
.,.,0
LESLEY,NNP,0
AND,CC,0
JOHN,NNP,0
KAMMERMAN,NNP,0
NORWALK,NNP,0
A,DT,0
PIECE,NN,0
OF,IN,0
LAND,NN,0
ON,IN,0
THE,DT,0
PEELER,NNP,0
RANCH,NNP,0
SOUTH,NN,0
OF,IN,0
PLEASANTON,NNP,0
THAT,IN,0
THE,DT,0
PEELER,NNP,0
FAMILY,NN,0
SAYS,VBZ,0
HAS,VBZ,0
BEEN,VBN,0
RUINED,VBN,0
BY,IN,0
THE,DT,0
SAN,NNP,0
MIGUEL,NNP,0
ELECTRIC,NNP,0
COOPERATIVE,NNP,0
'S,POS,0
COAL,NN,0
-,HYPH,0
BURNING,VBG,0
POWER,NN,0
PLANT,NN,0
AND,CC,0
LIGNITE,NN,0
MINING,NN,0
OPERATIONS,NNS,0
IS,VBZ,0
SEEN,VBN,0
WEDNESDAY,NNP,0
JAN.,NNP,0
16,CD,0
2018,CD,0
.,.,0
A,DT,0
PIECE,NN,0
OF,IN,0
LAND,NN,0
ON,IN,0
THE,DT,0
PEELER,NNP,0
RANCH,NNP,0
SOUTH,NN,0
OF,IN,0
PLEASANTON,NNP,0
THAT,IN,0
THE,DT,0
PEELER,NNP,0
FAMILY,NN,0
SAYS,VBZ,0
HAS,VBZ,0
BEEN,VBN,0
RUINED,VBN,0
BY,IN,0
THE,DT,0
SAN,NNP,0
MIGUEL,NNP,0
ELECTRIC,NNP,0
COOPERATIVE,NNP,0
'S,POS,0
COAL,NN,0
-,HYPH,0
BURNING,VBG,0
POWER,NN,0
PLANT,NN,0
AND,CC,0
LIGNITE,NN,0
MINING,NN,0
OPERATIONS,NNS,0
IS,VBZ,0
SEEN,VBN,0
CAPTION,NN,0
CLOSE,RB,0
A,DT,0
PIECE,NN,0
OF,IN,0
LAND,NN,0
ON,IN,0
THE,DT,0
PEELER,NNP,0
RANCH,NNP,0
SOUTH,NN,0
OF,IN,0
PLEASANTON,NNP,0
THAT,IN,0
THE,DT,0
PEELER,NNP,0
FAMILY,NN,0
SAYS,VBZ,0
HAS,VBZ,0
BEEN,VBN,0
RUINED,VBN,0
BY,IN,0
THE,DT,0
SAN,NNP,0
MIGUEL,NNP,0
ELECTRIC,NNP,0
COOPERATIVE,NNP,0
'S,POS,0
COAL,NN,0
-,HYPH,0
BURNING,VBG,0
POWER,NN,0
PLANT,NN,0
AND,CC,0
LIGNITE,NN,0
MINING,NN,0
OPERATIONS,NNS,0
IS,VBZ,0
SEEN,VBN,0
WEDNESDAY,NNP,0
JAN.,NNP,0
16,CD,0
2018,CD,0
.,.,0
A,DT,0
PIECE,NN,0
OF,IN,0
LAND,NN,0
ON,IN,0
THE,DT,0
PEELER,NNP,0
RANCH,NNP,0
SOUTH,NN,0
OF,IN,0
PLEASANTON,NNP,0
THAT,IN,0
THE,DT,0
PEELER,NNP,0
FAMILY,NN,0
SAYS,VBZ,0
HAS,VBZ,0
BEEN,VBN,0
RUINED,VBN,0
BY,IN,0
THE,DT,0
SAN,NNP,0
MIGUEL,NNP,0
ELECTRIC,NNP,0
COOPERATIVE,NNP,0
'S,POS,0
COAL,NN,0
-,HYPH,0
BURNING,VBG,0
POWER,NN,0
PLANT,NN,0
AND,CC,0
LIGNITE,NN,0
MINING,NN,0
OPERATIONS,NNS,0
IS,VBZ,0
SEEN,VBN,0
COAL,NNP,0
IS,VBZ,0
TEXASíS,RB,0
SECOND,JJ,0
LARGEST,JJS,0
ELECTRICITY,NN,0
PRODUCER,NN,0
AFTER,IN,0
NATURAL,JJ,1
GAS,NN,1
BUT,CC,0
ITS,PRP$,0
TRAJECTORY,NN,0
IS,VBZ,0
HEADED,VBN,0
THE,DT,0
OPPOSITE,JJ,0
DIRECTION,NN,0
.,.,0
UNLIKE,IN,0
GAS,NN,0
COAL,NN,0
ISNíT,NNP,0
BOOMING,VBG,0
BUT,CC,0
INSTEAD,RB,0
PREPARING,VBG,0
TO,TO,0
LEAVE,VB,0
ITS,PRP$,0
LEGACY,NN,0
BEHIND,RB,0
.,.,0
AFTER,IN,0
MUCH,JJ,0
OF,IN,0
THE,DT,0
AIR,NN,0
POLLUTION,NN,0
DISSIPATES,NNS,0
AND,CC,0
THE,DT,0
SURFACE,NN,0
MINES,NNS,0
GET,VBP,0
FILLED,VBN,0
IN,IN,0
THAT,DT,0
LEGACY,NN,0
MAY,MD,0
BE,VB,0
ONE,CD,0
OF,IN,0
COAL,NN,1
ASH,NN,1
.,.,0
FOR,IN,0
DECADES,NNS,0
POWER,NN,0
COMPANIES,NNS,0
HAVE,VBP,0
DISCARDED,VBN,0
THIS,DT,0
TOXIC,JJ,0
BYPRODUCT,NN,0
OF,IN,0
BURNING,VBG,0
COAL,NN,0
IN,IN,0
THE,DT,0
MOST,RBS,0
CONVENIENT,JJ,0
AND,CC,0
AFFORDABLE,JJ,0
WAY,NN,0
POSSIBLE,JJ,0
:,:,0
BY,IN,0
DUMPING,VBG,0
IT,PRP,0
INTO,IN,0
NEARBY,JJ,0
PITS,NNS,0
OR,CC,0
LAGOONS,NNS,0
.,.,0
THE,DT,0
WORST,JJS,0
GROUNDWATER,NN,0
CONTAMINATION,NN,0
IN,IN,0
TEXAS,NNP,0
FROM,IN,0
COAL,NN,1
ASH,NN,1
CAN,MD,0
BE,VB,0
FOUND,VBN,0
SOUTH,RB,0
OF,IN,0
SAN,NNP,0
ANTONIO,NNP,0
AT,IN,0
THE,DT,0
SAN,NNP,0
MIGUEL,NNP,0
ELECTRIC,NNP,0
CO,NNP,0
-,HYPH,0
OP,JJ,0
POWER,NN,0
PLANT,NN,0
NEAR,IN,0
JOURDANTON,NNP,0
ACCORDING,VBG,0
TO,IN,0
UTILITY,NN,0
DATA,NNS,0
MADE,VBD,0
PUBLIC,JJ,0
FOR,IN,0
THE,DT,0
FIRST,JJ,0
TIME,NN,0
IN,IN,0
2018,CD,0
BECAUSE,IN,0
OF,IN,0
NEW,JJ,0
FEDERAL,JJ,0
COAL,NN,1
ASH,NN,1
REGULATIONS,NNS,0
.,.,0
THERE,RB,0
THE,DT,0
GROUNDWATER,NN,0
BENEATH,IN,0
A,DT,0
CATTLE,NNS,0
RANCH,NN,0
OWNED,VBN,0
FOR,IN,0
FIVE,CD,0
GENERATIONS,NNS,0
BY,IN,0
THE,DT,0
PEELER,NNP,0
FAMILY,NN,0
IS,VBZ,0
BEING,VBG,0
POLLUTED,VBN,0
BY,IN,0
LEAKAGE,NN,0
FROM,IN,0
THE,DT,0
POWER,NN,0
COMPANYíS,NNP,0
THREE,CD,0
COAL,NN,1
ASH,NN,1
WASTE,NN,0
PONDS,NNS,0
.,.,0
ARSENIC,NNP,1
(,-LRB-,0
A,DT,0
CARCINOGEN,NN,0
),-RRB-,0
IS,VBZ,0
IN,IN,0
THE,DT,0
GROUNDWATER,NN,0
BENEATH,IN,0
THE,DT,0
FARM,NN,0
EXCEEDING,VBG,0
EPAíS,NNS,0
MAXIMUM,JJ,0
CONTAMINANT,JJ,0
LEVEL,NN,0
BY,IN,0
UP,IN,0
TO,TO,0
12,CD,0
TIMES,NNS,0
;,:,0
AND,CC,0
CADMIUM,NN,1
WHICH,WDT,0
CAUSES,VBZ,0
KIDNEY,NN,0
AND,CC,0
BONE,NN,0
DAMAGE,NN,0
EXCEEDS,VBZ,0
SAFE,JJ,0
LEVELS,NNS,0
BY,IN,0
130,CD,0
FOLD,NN,0
AMONG,IN,0
OTHER,JJ,0
POLLUTANTS,NNS,0
.,.,0
ìTHE,JJ,0
