Words,POS,Tag
TANK,NN,0
TO,IN,0
ANOTHER,DT,0
WHEN,WRB,0
A,DT,0
HOSE,NN,0
CAME,VBD,0
LOOSE,JJ,0
WERE,VBD,0
SPRAYED,VBN,0
WITH,IN,0
FUEL,NN,0
SAID,VBD,0
CITY,NN,0
FIRE,NNP,0
CHIEF,NNP,0
WARREN,NNP,0
ABRIEL,NNP,0
.,.,0
THE,DT,0
MEN,NNS,0
WERE,VBD,0
CLEANED,VBN,0
OFF,RP,0
AND,CC,0
TAKEN,VBN,0
TO,IN,0
ALBANY,NNP,0
MEDICAL,NNP,0
CENTER,NNP,0
FOR,IN,0
OBSERVATION,NN,0
HE,PRP,0
SAID,VBD,0
.,.,0
HOWEVER,RB,0
THE,DT,0
STATE,NN,0
DEPARTMENT,NNP,0
OF,IN,0
ENVIRONMENTAL,NNP,0
CONSERVATION,NNP,0
SAID,VBD,0
ABOUT,RB,0
420,CD,0
GALLONS,NNS,0
OF,IN,0
CRUDE,JJ,1
OIL,NN,1
SPILLED,VBN,0
IN,IN,0
AN,DT,0
AREA,NN,0
DESIGNED,VBN,0
WITH,IN,0
AN,DT,0
EMBANKMENT,NN,0
TO,TO,0
CONTAIN,VB,0
SPILLS,NNS,0
.,.,0
THERE,EX,0
WAS,VBD,0
MINIMAL,JJ,0
SOIL,NN,0
IMPACT,NN,0
AND,CC,0
TAINTED,JJ,0
SOIL,NN,0
WILL,MD,0
BE,VB,0
EXCAVATED,VBN,0
AND,CC,0
PROPERLY,RB,0
DISPOSED,VBN,0
OF,IN,0
DEC,NNP,0
ADDED,VBD,0
.,.,0
ALBANY,NNP,0
COUNTY,NNP,0
EXECUTIVE,NNP,0
DAN,NNP,0
MCCOY,NNP,0
SAID,VBD,0
THE,DT,0
SPILL,NN,0
REINFORCED,VBD,0
CONCERNS,NNS,0
OVER,IN,0
A,DT,0
REQUEST,NN,0
BY,IN,0
GLOBAL,NNP,0
TO,TO,0
ADD,VB,0
A,DT,0
PLANT,NN,0
TO,TO,0
HEAT,VB,0
CRUDE,JJ,0
OIL,NN,0
TO,TO,0
MAKE,VB,0
IT,PRP,0
EASIER,JJR,0
TO,TO,0
SHIP,VB,0
DURING,IN,0
COLD,JJ,0
WEATHER,NN,0
.,.,0
"""",'',0
SAID,VBD,0
MCCOY,NNP,0
.,.,0
"""","""",0
MCCOY,NNP,0
AND,CC,0
OTHER,JJ,0
OPPONENTS,NNS,0
OF,IN,0
CRUDE,JJ,0
OIL,NN,0
TRAIN,NN,0
SHIPMENTS,NNS,0
INTO,IN,0
THE,DT,0
PORT,NN,0
CONTINUE,VBP,0
TO,TO,0
CALL,VB,0
FOR,IN,0
DEC,NNP,0
TO,TO,0
CONDUCT,VB,0
A,DT,0
FULL,JJ,0
ENVIRONMENTAL,JJ,0
STUDY,NN,0
BEFORE,IN,0
MAKING,VBG,0
ANY,DT,0
DECISION,NN,0
ON,IN,0
THE,DT,0
CRUDE,JJ,0
HEATING,NN,0
PROJECT,NN,0
.,.,0
GLOBAL,NNP,0
PARTNERS,NNPS,0
DID,VBD,0
NOT,RB,0
SPECIFY,VB,0
IF,IN,0
THE,DT,0
SPILL,NN,0
WAS,VBD,0
CRUDE,JJ,1
OR,CC,0
DIESEL,NN,1
BUT,CC,0
INDICATED,VBD,0
A,DT,0
LEAK,NN,0
INVOLVED,VBN,0
"""",'',0
ACCORDING,VBG,0
TO,IN,0
A,DT,0
STATEMENT,NN,0
.,.,0
A,DT,0
CLEANUP,JJ,0
CREW,NN,0
FROM,IN,0
THE,DT,0
ALBANY,NNP,0
LOCATION,NN,0
OF,IN,0
MILLER,NNP,0
ENVIRONMENTAL,NNP,0
GROUP,NNP,0
WAS,VBD,0
CALLED,VBN,0
TO,TO,0
PERFORM,VB,0
A,DT,0
CLEANUP,NN,0
.,.,0
THE,DT,0
GLOBAL,JJ,0
STATEMENT,NN,0
DID,VBD,0
NOT,RB,0
INDICATE,VB,0
THE,DT,0
STATUS,NN,0
OF,IN,0
THE,DT,0
TWO,CD,0
WORKERS,NNS,0
WHO,WP,0
WERE,VBD,0
DOUSED,VBN,0
WITH,IN,0
DIESEL,NN,0
OR,CC,0
CRUDE,NN,0
AND,CC,0
ABRIEL,NNP,0
SAID,VBD,0
HE,PRP,0
DID,VBD,0
NOT,RB,0
HAVE,VB,0
AN,DT,0
UPDATE,NN,0
ON,IN,0
THEIR,PRP$,0
CONDITIONS,NNS,0
.,.,0
A,DT,0
BLOWOUT,NN,0
AT,IN,0
A,DT,0
NATURAL,JJ,0
GAS,NN,0
WELL,RB,0
IN,IN,0
RURAL,JJ,0
NORTHERN,JJ,0
PENNSYLVANIA,NNP,0
SPILLED,VBD,0
THOUSANDS,NNS,0
OF,IN,0
GALLONS,NNS,0
OF,IN,0
CHEMICAL,NN,0
-,HYPH,0
LACED,JJ,0
WATER,NN,0
WEDNESDAY,NNP,0
CONTAMINATING,VBG,0
A,DT,0
STREAM,NN,0
AND,CC,0
FORCING,VBG,0
THE,DT,0
EVACUATION,NN,0
OF,IN,0
SEVEN,CD,0
FAMILIES,NNS,0
WHO,WP,0
LIVE,VBP,0
NEARBY,RB,0
AS,IN,0
CREWS,NNS,0
STRUGGLED,VBD,0
TO,TO,0
STOP,VB,0
THE,DT,0
GUSHER,NN,0
.,.,0
CHESAPEAKE,NNP,0
ENERGY,NNP,0
CORP.,NNP,0
LOST,VBD,0
CONTROL,NN,0
OF,IN,0
THE,DT,0
WELL,JJ,0
SITE,NN,0
NEAR,IN,0
CANTON,NNP,0
IN,IN,0
BRADFORD,NNP,0
COUNTY,NNP,0
AROUND,RB,0
11:45,CD,0
P.M.,NN,0
TUESDAY,NNP,0
OFFICIALS,NNS,0
SAID,VBD,0
.,.,0
TAINTED,JJ,0
WATER,NN,0
CONTINUED,VBD,0
TO,TO,0
FLOW,VB,0
FROM,IN,0
THE,DT,0
SITE,NN,0
WEDNESDAY,NNP,0
AFTERNOON,NN,0
THOUGH,IN,0
WORKERS,NNS,0
FINALLY,RB,0
MANAGED,VBD,0
TO,TO,0
PREVENT,VB,0
ANY,DT,0
MORE,JJR,0
OF,IN,0
IT,PRP,0
FROM,IN,0
REACHING,VBG,0
THE,DT,0
STREAM,NN,0
.,.,0
NO,DT,0
INJURIES,NNS,0
WERE,VBD,0
REPORTED,VBN,0
AND,CC,0
THERE,EX,0
WAS,VBD,0
NO,DT,0
EXPLOSION,NN,0
OR,CC,0
FIRE,NN,0
.,.,0
CHESAPEAKE,NNP,0
SAID,VBD,0
A,DT,0
PIECE,NN,0
OF,IN,0
EQUIPMENT,NN,0
FAILED,VBN,0
LATE,JJ,0
TUESDAY,NNP,0
WHILE,IN,0
THE,DT,0
WELL,NN,0
WAS,VBD,0
BEING,VBG,0
HYDRAULICALLY,RB,0
FRACTURED,VBN,0
OR,CC,0
FRACKED,VBN,0
.,.,0
IN,IN,0
THE,DT,0
FRACKING,NN,0
PROCESS,NN,0
MILLIONS,NNS,0
OF,IN,0
GALLONS,NNS,0
OF,IN,0
WATER,NN,0
ALONG,IN,0
WITH,IN,0
CHEMICAL,JJ,0
ADDITIVES,NNS,0
AND,CC,0
SAND,NN,0
ARE,VBP,0
INJECTED,VBN,0
AT,IN,0
HIGH,JJ,0
PRESSURE,NN,0
DOWN,IN,0
THE,DT,0
WELL,RB,0
BORE,NN,0
TO,TO,0
BREAK,VB,0
UP,RP,0
THE,DT,0
SHALE,NN,0
AND,CC,0
RELEASE,VB,0
THE,DT,0
GAS,NN,0
.,.,0
STATE,NN,0
ENVIRONMENTAL,JJ,0
REGULATORS,NNS,0
WERE,VBD,0
TAKING,VBG,0
WATER,NN,0
SAMPLES,NNS,0
FROM,IN,0
THE,DT,0
UNNAMED,JJ,0
TRIBUTARY,NN,0
OF,IN,0
TOWANDA,NNP,0
CREEK,NNP,0
ON,IN,0
WEDNESDAY,NNP,0
BUT,CC,0
DID,VBD,0
NOT,RB,0
REPORT,VB,0
A,DT,0
FISH,NN,0
KILL,NN,0
.,.,0
TOWANDA,NNP,0
CREEK,NNP,0
IS,VBZ,0
STOCKED,VBN,0
WITH,IN,0
TROUT,NN,0
.,.,0
OFFICIALS,NNS,0
ADVISED,VBD,0
A,DT,0
NEIGHBORING,JJ,0
FARMER,NN,0
TO,TO,0
PREVENT,VB,0
HIS,PRP$,0
COWS,NNS,0
FROM,IN,0
DRINKING,VBG,0
SURFACE,NN,0
WATER,NN,0
ACCORDING,VBG,0
TO,IN,0
DEP,NNP,0
SPOKESWOMAN,NN,0
KATY,NNP,0
GRESH,NNP,0
.,.,0
SHE,PRP,0
SAID,VBD,0
REPORTS,NNS,0
FROM,IN,0
THE,DT,0
SCENE,NN,0
INDICATE,VBP,0
THAT,IN,0
FRACKING,VBG,0
WATER,NN,0
WAS,VBD,0
GUSHING,VBG,0
FROM,IN,0
THE,DT,0
WELLHEAD,NN,0
POOLING,VBG,0
ON,IN,0
THE,DT,0
PAD,NN,0
THEN,RB,0
ESCAPING,VBG,0
CONTAINMENT,NN,0
.,.,0
"""",'',0
SHE,PRP,0
SAID,VBD,0
.,.,0
THE,DT,0
BLOWOUT,NN,0
COMES,VBZ,0
AMID,IN,0
A,DT,0
NATURAL,JJ,0
GAS,NN,0
-,HYPH,0
DRILLING,NN,0
BOOM,NN,0
IN,IN,0
THE,DT,0
MARCELLUS,NNP,0
SHALE,NNP,0
FORMATION,NN,0
BELOW,IN,0
PENNSYLVANIA,NNP,0
AND,CC,0
NEIGHBORING,NN,0
STATES,NNS,0
.,.,0
FRACKING,NN,0
ALLOWS,VBZ,0
AFFORDABLE,JJ,0
ACCESS,NN,0
TO,IN,0
GAS,NN,0
SUPPLIES,NNS,0
THAT,WDT,0
ONCE,RB,0
WERE,VBD,0
TOO,RB,0
EXPENSIVE,JJ,0
TO,TO,0
TAP,VB,0
.,.,0
CRITICS,NNS,0
COMPLAIN,VBP,0
THAT,IN,0
THE,DT,0
CHEMICALS,NNS,0
USED,VBN,0
IN,IN,0
FRACKING,NN,0
MAY,MD,0
BE,VB,0
CONTAMINATING,VBG,0
WATER,NN,0
SUPPLIES,NNS,0
.,.,0
IN,IN,0
THE,DT,0
MID-1960S,NNS,0
THE,DT,0
TOWN,NN,0
OF,IN,0
GREENWICH,NNP,0
PURCHASED,VBD,0
A,DT,0
TOXIC,JJ,0
WASTE,NN,0
DUMP,NN,0
KNOWN,VBN,0
AS,IN,0
"""",'',0
AND,CC,0
SEIZED,VBD,0
SEVEN,CD,0
HOMES,NNS,0
UNDER,IN,0
THE,DT,0
DOCTRINE,NN,0
OF,IN,0
EMINENT,JJ,0
DOMAIN,NN,0
.,.,0
IN,IN,0
A,DT,0
SETTLEMENT,NN,0
SIGNED,VBN,0
WITH,IN,0
NEIGHBORS,NNS,0
WHOSE,WP$,0
HOMES,NNS,0
WERE,VBD,0
NOT,RB,0
SEIZED,VBN,0
THE,DT,0
TOWN,NN,0
AGREED,VBD,0
TO,TO,0
REMEDIATE,VB,0
THE,DT,0
SWAMP,NN,0
AND,CC,0
MAINTAIN,VB,0
THE,DT,0
ENTIRE,JJ,0
WETLANDS,NNS,0
"""","""",0
IN,IN,0
1974,CD,0
THE,DT,0
TOWN,NN,0
DISCOVERED,VBD,0
TOXIC,JJ,0
WASTE,NN,0
BUBBLING,VBG,0
UP,RP,0
TO,IN,0
THE,DT,0
SURFACE,NN,0
IN,IN,0
THE,DT,0
"""",'',0
WETLANDS,NNS,0
.,.,0
THE,DT,0
TOWN,NN,0
PURCHASED,VBD,0
ADDITIONAL,JJ,0
PROPERTY,NN,0
ALONG,IN,0
THE,DT,0
POST,NNP,0
ROAD,NNP,0
TO,TO,0
BUILD,VB,0
AN,DT,0
ATHLETIC,JJ,0
FIELD,NN,0
AND,CC,0
OBTAINED,VBD,0
WETLANDS,NNS,0
PERMITS,NNS,0
TO,TO,0
FILL,VB,0
THE,DT,0
TOXIC,JJ,0
SWAMP,NN,0
WITH,IN,0
CLEAN,JJ,0
FILL,NN,0
.,.,0
IN,IN,0
THE,DT,0
1990S,NNS,0
THE,DT,0
TOWN,NN,0
AGAIN,RB,0
OBTAINED,VBD,0
WETLANDS,NNS,0
PERMITS,NNS,0
TO,TO,0
FILL,VB,0
THE,DT,0
TOXIC,JJ,0
SWAMP,NN,0
WITH,IN,0
CLEAN,JJ,0
FILL,NN,0
.,.,0
IN,IN,0
2002,CD,0
THE,DT,0
TOWN,NN,0
AGAIN,RB,0
OBTAINED,VBD,0
WETLANDS,NNS,0
PERMITS,NNS,0
TO,TO,0
FILL,VB,0
THE,DT,0
SWAMP,NN,0
WITH,IN,0
CLEAN,JJ,0
FILL,NN,0
.,.,0
IN,IN,0
2010,CD,0
THE,DT,0
TOWN,NN,0
AGAIN,RB,0
OBTAINED,VBD,0
WETLANDS,NNS,0
PERMITS,NNS,0
TO,TO,0
FILL,VB,0
THE,DT,0
TOXIC,JJ,0
SWAMP,NN,0
WITH,IN,0
CLEAN,JJ,0
FILL,NN,0
.,.,0
THE,DT,0
TOWN,NN,0
OF,IN,0
GREENWICH,NNP,0
HAS,VBZ,0
SUBMITTED,VBN,0
DOCUMENTS,NNS,0
TO,IN,0
THE,DT,0
ENVIRONMENTAL,NNP,0
PROTECTION,NNP,0
AGENCY,NNP,0
IN,IN,0
WHICH,WDT,0
THE,DT,0
TOWN,NN,0
STATES,VBZ,0
IT,PRP,0
HAS,VBZ,0
NO,DT,0
IDEA,NN,0
HOW,WRB,0
MUCH,JJ,0
TOXIC,JJ,1
WASTE,NN,1
WAS,VBD,0
ORIGINALLY,RB,0
DUMPED,VBN,0
INTO,IN,0
THE,DT,0
SWAMP,NN,0
.,.,0
RECENT,JJ,0
TESTS,NNS,0
FOUND,VBD,0
TOXINS,NNS,0
IN,IN,0
GROUNDWATER,NN,0
AND,CC,0
IN,IN,0
SOIL,NN,0
AT,IN,0
EVERY,DT,0
TEST,NN,0
HEIGHT,NN,0
SAMPLED,JJ,0
.,.,0
THIS,DT,0
SCENARIO,NN,0
HAS,VBZ,0
BEEN,VBN,0
REPEATED,VBN,0
AT,IN,0
THOUSANDS,NNS,0
OF,IN,0
SITES,NNS,0
ACROSS,IN,0
THE,DT,0
COUNTRY,NN,0
.,.,0
"""",'',0
WAS,VBD,0
THE,DT,0
FIRST,JJ,0
FULLY,RB,0
REMEDIATED,VBN,0
AND,CC,0
THE,DT,0
BEST,RBS,0
-,HYPH,0
KNOWN,VBN,0
.,.,0
THE,DT,0
"""",'',0
ACT,NN,0
WAS,VBD,0
WRITTEN,VBN,0
IN,IN,0
RESPONSE,NN,0
TO,IN,0
LOVE,NNP,0
CANAL,NNP,0
HOWEVER,RB,0
AS,IN,0
SO,RB,0
MANY,JJ,0
POLLUTED,JJ,0
SITES,NNS,0
APPLIED,VBD,0
FOR,IN,0
FUNDS,NNS,0
AND,CC,0
AS,IN,0
THE,DT,0
COST,NN,0
OF,IN,0
REMEDIATION,NN,0
PROVED,VBD,0
SO,RB,0
MUCH,RB,0
GREATER,JJR,0
THAN,IN,0
EXPECTED,VBN,0
THE,DT,0
FUND,NN,0
WAS,VBD,0
SOON,RB,0
DEPLETED,VBN,0
.,.,0
NOW,RB,0
ALL,DT,0
POTENTIAL,JJ,0
"""",'',0
SITES,NNS,0
MUST,MD,0
REGISTER,VB,0
ON,IN,0
A,DT,0
MASTER,NN,0
LIST,NN,0
.,.,0
GREENWICH,NNP,0
HIGH,NNP,0
SCHOOL,NNP,0
IS,VBZ,0
ON,IN,0
THAT,DT,0
LIST,NN,0
BUT,CC,0
WILL,MD,0
NOT,RB,0
RECEIVE,VB,0
FUNDS,NNS,0
ANYTIME,RB,0
SOON,RB,0
FOR,IN,0
A,DT,0
VARIETY,NN,0
OF,IN,0
REASONS,NNS,0
NOT,RB,0
LEAST,JJS,0
OF,IN,0
WHICH,WDT,0
IS,VBZ,0
GREENWICH,NNP,0
TAXPAYERS,NNS,0
CAN,MD,0
AFFORD,VB,0
TO,TO,0
REMEDIATE,VB,0
THE,DT,0
SITE,NN,0
WITHOUT,IN,0
FEDERAL,JJ,0
FUNDS,NNS,0
WHILE,IN,0
LESS,RBR,0
AFFLUENT,JJ,0
NEIGHBORHOODS,NNS,0
LIKE,IN,0
LOVE,NNP,0
CANAL,NNP,0
CAN,MD,0
NOT,RB,0
.,.,0
THE,DT,0
GREENWICH,NNP,0
HIGH,NNP,0
SCHOOL,NNP,0
SITE,NN,0
EXPOSES,VBZ,0
CHILDREN,NNS,0
TO,IN,0
LONG,JJ,0
-,HYPH,0
TERM,NN,0
HARM,NN,0
AND,CC,0
MEDICAL,JJ,0
UNCERTAINTY,NN,0
.,.,0
NO,DT,0
CHILD,NN,0
SHOULD,MD,0
BE,VB,0
ALLOWED,VBN,0
ON,IN,0
THIS,DT,0
SITE,NN,0
.,.,0
IT,PRP,0
IS,VBZ,0
NOT,RB,0
CLEAR,JJ,0
THIS,DT,0
SITE,NN,0
WILL,MD,0
EVER,RB,0
BE,VB,0
SAFE,JJ,0
FOR,IN,0
HUMANS,NNS,0
EVEN,RB,0
HUNDREDS,NNS,0
OF,IN,0
YEARS,NNS,0
AFTER,IN,0
REMOVING,VBG,0
ALL,DT,0
KNOWN,VBN,0
CARCINOGENS,NNS,0
.,.,0
IT,PRP,0
IS,VBZ,0
NOT,RB,0
CLEAR,JJ,0
IT,PRP,0
IS,VBZ,0
POSSIBLE,JJ,0
TO,TO,0
REMOVE,VB,0
ALL,DT,0
KNOWN,VBN,0
CARCINOGENS,NNS,0
AND,CC,0
IT,PRP,0
IS,VBZ,0
LIKELY,RB,0
THE,DT,0
ENTIRE,JJ,0
SITE,NN,0
WILL,MD,0
BE,VB,0
FULLY,RB,0
ENCAPSULATED,VBN,0
AT,IN,0
GREAT,JJ,0
COST,NN,0
IN,IN,0
THE,DT,0
SAME,JJ,0
MANNER,NN,0
AS,IN,0
"""",'',0
WHICH,WDT,0
IS,VBZ,0
ROUGHLY,RB,0
THE,DT,0
SAME,JJ,0
SIZE,NN,0
.,.,0
NATURAL,JJ,0
GAS,NN,0
AND,CC,0
POLLUTED,JJ,0
DRILLING,NN,0
WATER,NN,0
FROM,IN,0
AN,DT,0
OUT,RB,0
-,HYPH,0
OF,IN,0
-,HYPH,0
CONTROL,NN,0
WELL,RB,0
SHOT,VBD,0
75,CD,0
FEET,NNS,0
INTO,IN,0
THE,DT,0
AIR,NN,0
IN,IN,0
A,DT,0
REMOTE,JJ,0
AREA,NN,0
OF,IN,0
PENNSYLVANIA,NNP,0
BEFORE,IN,0
CREWS,NNS,0
WERE,VBD,0
ABLE,JJ,0
TO,TO,0
TAME,VB,0
THE,DT,0
FLOW,NN,0
OF,IN,0
EXPLOSIVE,JJ,0
GAS,NN,0
MORE,JJR,0
THAN,IN,0
HALF,PDT,0
A,DT,0
DAY,NN,0
LATER,RB,0
OFFICIALS,NNS,0
SAID,VBD,0
FRIDAY,NNP,0
.,.,0
THE,DT,0
WELL,NN,0
WAS,VBD,0
BROUGHT,VBN,0
UNDER,IN,0
CONTROL,NN,0
JUST,RB,0
AFTER,IN,0
NOON,NN,0
FRIDAY,NNP,0
ABOUT,RB,0
16,CD,0
HOURS,NNS,0
AFTER,IN,0
IT,PRP,0
STARTED,VBD,0
SPEWING,VBG,0
GAS,NN,0
AND,CC,0
BRINE,NN,0
SAID,VBD,0
ELIZABETH,NNP,0
IVERS,NNP,0
A,DT,0
SPOKESWOMAN,NN,0
FOR,IN,0
DRILLER,NNP,0
EOG,NNP,0
RESOURCES,NNP,0
INC.,NNP,0
SHE,PRP,0
SAID,VBD,0
SHE,PRP,0
COULD,MD,0
NOT,RB,0
IMMEDIATELY,RB,0
RESPOND,VB,0
TO,IN,0
QUESTIONS,NNS,0
ABOUT,IN,0
HOW,WRB,0
THE,DT,0
ACCIDENT,NN,0
HAPPENED,VBD,0
.,.,0
THE,DT,0
WELL,RB,0
NEVER,RB,0
CAUGHT,VBD,0
FIRE,NN,0
AND,CC,0
NO,DT,0
INJURIES,NNS,0
WERE,VBD,0
REPORTED,VBN,0
BUT,CC,0
STATE,NN,0
OFFICIALS,NNS,0
HAD,VBD,0
WORRIED,VBN,0
THE,DT,0
GAS,NN,0
MIGHT,MD,0
EXPLODE,VB,0
BEFORE,IN,0
THE,DT,0
WELL,NN,0
COULD,MD,0
BE,VB,0
CONTROLLED,VBN,0
.,.,0
STATE,NN,0
ENVIRONMENTAL,JJ,0
AUTHORITIES,NNS,0
PROMISED,VBD,0
AN,DT,0
AGGRESSIVE,JJ,0
INVESTIGATION,NN,0
OF,IN,0
THE,DT,0
CIRCUMSTANCES,NNS,0
SURROUNDING,VBG,0
THE,DT,0
BLOWOUT,NN,0
WHICH,WDT,0
THEY,PRP,0
SAID,VBD,0
SHOT,JJ,0
GAS,NN,0
AND,CC,0
WATER,NN,0
75,CD,0
FEET,NNS,0
INTO,IN,0
THE,DT,0
AIR,NN,0
.,.,0
"""",'',0
DEPARTMENT,NNP,0
OF,IN,0
ENVIRONMENTAL,NNP,0
PROTECTION,NNP,0
SECRETARY,NNP,0
JOHN,NNP,0
HANGER,NNP,0
SAID,VBD,0
IN,IN,0
A,DT,0
STATEMENT,NN,0
.,.,0
"""","""",0
IF,IN,0
THE,DT,0
AGENCY,NN,0
FINDS,VBZ,0
THAT,IN,0
MISTAKES,NNS,0
WERE,VBD,0
MADE,VBN,0
IT,PRP,0
WILL,MD,0
TAKE,VB,0
STEPS,NNS,0
TO,TO,0
PREVENT,VB,0
SIMILAR,JJ,0
ERRORS,NNS,0
FROM,IN,0
REPEATING,VBG,0
HE,PRP,0
SAID,VBD,0
.,.,0
HE,PRP,0
DID,VBD,0
NOT,RB,0
ELABORATE,VB,0
ON,IN,0
ANY,DT,0
ENVIRONMENTAL,JJ,0
DAMAGE,NN,0
.,.,0
THE,DT,0
WELL,NN,0
IS,VBZ,0
ON,IN,0
THE,DT,0
GROUNDS,NNS,0
OF,IN,0
A,DT,0
HUNTING,NN,0
CLUB,NN,0
IN,IN,0
CLEARFIELD,NNP,0
COUNTY,NNP,0
NEAR,IN,0
INTERSTATE,NNP,0
80,CD,0
AND,CC,0
ABOUT,RB,0
90,CD,0
MILES,NNS,0
NORTHEAST,RB,0
OF,IN,0
PITTSBURGH,NNP,0
.,.,0
HOUSTON,NNP,0
-,HYPH,0
BASED,VBN,0
EOG,NNP,0
WAS,VBD,0
DRILLING,VBG,0
INTO,IN,0
THE,DT,0
MARCELLUS,NNP,0
SHALE,NNP,0
RESERVE,NN,0
A,DT,0
HOTLY,RB,0
PURSUED,VBN,0
GAS,NN,0
FORMATION,NN,0
PRIMARILY,RB,0
UNDER,IN,0
PENNSYLVANIA,NNP,0
WEST,NNP,0
VIRGINIA,NNP,0
NEW,NNP,0
YORK,NNP,0
AND,CC,0
OHIO,NNP,0
THAT,IN,0
SOME,DT,0
GEOLOGISTS,NNS,0
BELIEVE,VBP,0
COULD,MD,0
BECOME,VB,0
THE,DT,0
NATION,NN,0
'S,POS,0
MOST,RBS,0
PRODUCTIVE,JJ,0
NATURAL,JJ,0
GAS,NN,0
FIELD,NN,0
.,.,0
SPADONI,NNP,0
SAID,VBD,0
DETAILS,NNS,0
ABOUT,IN,0
THE,DT,0
ACCIDENT,NN,0
WERE,VBD,0
STILL,RB,0
SKETCHY,JJ,0
BUT,CC,0
THE,DT,0
AGENCY,NN,0
WAS,VBD,0
TOLD,VBN,0
THAT,IN,0
UNEXPECTEDLY,RB,0
HIGH,JJ,0
GAS,NN,0
PRESSURE,NN,0
IN,IN,0
THE,DT,0
NEW,JJ,0
WELL,RB,0
PREVENTED,VBD,0
THE,DT,0
CREW,NN,0
FROM,IN,0
CONTAINING,VBG,0
IT,PRP,0
.,.,0
THE,DT,0
CREW,NN,0
HAD,VBD,0
JUST,RB,0
FINISHED,VBN,0
A,DT,0
PROCESS,NN,0
CALLED,VBN,0
HYDRAULIC,JJ,0
FRACTURING,NN,0
-,:,0
IN,IN,0
WHICH,WDT,0
MILLIONS,NNS,0
OF,IN,0
GALLONS,NNS,0
OF,IN,0
WATER,NN,0
SAND,NN,0
AND,CC,0
CHEMICALS,NNS,0
ARE,VBP,0
BLASTED,VBN,0
UNDERGROUND,RB,0
TO,TO,0
SHATTER,VB,0
TIGHTLY,RB,0
COMPACTED,VBN,0
SHALE,NN,0
AND,CC,0
RELEASE,NN,0
TRAPPED,VBN,0
NATURAL,JJ,0
GAS,NN,0
-,:,0
AND,CC,0
WERE,VBD,0
CLEARING,VBG,0
OUT,RP,0
DEBRIS,NN,0
FROM,IN,0
THE,DT,0
WELL,RB,0
WHEN,WRB,0
GAS,NN,0
SHOT,VBD,0
OUT,IN,0
OF,IN,0
IT,PRP,0
HE,PRP,0
SAID,VBD,0
.,.,0
THE,DT,0
LONG,RB,0
-,HYPH,0
AWAITED,VBN,0
CLEANUP,NN,0
OF,IN,0
THE,DT,0
MILL,NNP,0
RIVER,NNP,0
IS,VBZ,0
NEARING,VBG,0
AN,DT,0
END,NN,0
.,.,0
BARRY,NNP,0
CULP,NNP,0
SENIOR,JJ,0
PROJECT,NN,0
MANAGER,NN,0
AT,IN,0
TRC,NNP,0
IN,IN,0
WINDSOR,NNP,0
TOLD,VBD,0
THE,DT,0
BOARD,NNP,0
OF,IN,0
SELECTMEN,NNP,0
ON,IN,0
WEDNESDAY,NNP,0
THAT,DT,0
REMOVAL,NN,0
OF,IN,0
LEAD,NN,1
-,HYPH,0
CONTAMINATED,JJ,0
SEDIMENT,NN,0
FROM,IN,0
THE,DT,0
RIVER,NN,0
SHOULD,MD,0
BE,VB,0
COMPLETED,VBN,0
BY,IN,0
YEAR’S,JJ,0
END,NN,0
.,.,0
“OUR,NNS,0
GOAL,NN,0
IS,VBZ,0
TO,TO,0
COMPLETE,VB,0
ALL,DT,0
OF,IN,0
OUR,PRP$,0
DREDGING,NN,0
THIS,DT,0
YEAR,NN,0
”,NNP,0
HE,PRP,0
SAID,VBD,0
.,.,0
BUT,CC,0
CULP,NNP,0
SAID,VBD,0
REMOVAL,NN,0
OF,IN,0
EQUIPMENT,NN,0
FROM,IN,0
THE,DT,0
6.25-ACRE,NNP,0
PROPERTY,NN,0
AT,IN,0
2190,CD,0
POST,NNP,0
ROAD,NNP,0
THAT,WDT,0
WAS,VBD,0
FORMERLY,RB,0
HOME,RB,0
TO,IN,0
EXIDE,NNP,0
BATTERY,NNP,0
CO.,NNP,0
FACTORY,NN,0
THE,DT,0
SOURCE,NN,0
OF,IN,0
THE,DT,0
RIVER’S,JJ,0
LEAD,NN,1
CONTAMINATION,NN,0
LIKELY,JJ,0
WON’T,NNP,0
BE,VB,0
FINISHED,VBN,0
UNTIL,IN,0
THE,DT,0
SUMMER,NN,0
OF,IN,0
2016.THE,NNP,0
CLEANUP,NN,0
MANDATED,VBN,0
BY,IN,0
THE,DT,0
STATE,NN,0
DEPARTMENT,NNP,0
OF,IN,0
ENERGY,NNP,0
&,CC,0
ENVIRONMENTAL,NNP,0
PROTECTION,NNP,0
DIVIDED,VBD,0
LINEAR,JJ,0
FEET,NNS,0
OF,IN,0
THE,DT,0
RIVER,NN,0
INTO,IN,0
FIVE,CD,0
SECTIONS,NNS,0
AND,CC,0
THE,DT,0
TOTAL,JJ,0
AMOUNT,NN,0
OF,IN,0
LEAD,NN,1
-,HYPH,0
CONTAMINATED,JJ,0
SEDIMENT,NN,0
TO,TO,0
BE,VB,0
REMOVED,VBN,0
WAS,VBD,0
ESTIMATED,VBN,0
LAST,JJ,0
YEAR,NN,0
AT,IN,0
CUBIC,JJ,0
YARDS,NNS,0
.,.,0
“I’M,NNP,0
ANTICIPATING,VBG,0
IT’S,NNP,0
