Sentence #,Word,POS,Tag
,WE,PRP,0
,HAVE,VBP,0
,BEEN,VBN,0
,TRYING,VBG,0
,TO,TO,0
,PLAY,VB,0
,A,DT,0
,VERY,RB,0
,CAREFUL,JJ,0
,GAME,NN,0
,OF,IN,0
,PRIORITIZATION,NN,0
Sentence: 15718,",'',O
,SAID,VBD,O
,DANA,NNP,O
,STALCUP,NNP,O
Sentence: 15719,DEPUTY,NN,O
,DIRECTOR,NN,O
,OF,IN,O
,THE,DT,O
,SUPERFUND,NNP,O
,PROGRAM,NN,O
,.,.,O
Sentence: 15720,",``,0
,WE,PRP,0
,KNOW,VBP,0
,THE,DT,0
,SUPERFUND,NNP,0
,PROGRAM,NN,0
,IS,VBZ,0
,NOT,RB,0
,THE,DT,0
,ANSWER,NN,0
,TO,IN,0
,THE,DT,0
,HUNDREDS,NNS,0
,OF,IN,0
,THOUSANDS,NNS,0
,OF,IN,0
,MINES,NNS,0
,OUT,RB,0
,THERE,RB,0
Sentence: 15721,BUT,CC,0
,THE,DT,0
,MINES,NNS,0
,WE,PRP,0
,ARE,VBP,0
,WORKING,VBG,0
,ON,IN,0
,WE,PRP,0
,WANT,VBP,0
,TO,TO,0
,DO,VB,0
,THEM,PRP,0
,THE,DT,0
,BEST,JJS,0
,WE,PRP,0
,CAN,MD,0
,.,.,0
Sentence: 15722,",``,O
,THE,DT,O
,43,CD,O
,SITES,NNS,O
,EXAMINED,VBN,O
,BY,IN,O
,AP,NNP,O
,ARE,VBP,O
,ONES,NNS,O
,WHERE,WRB,O
,OFFICIALS,NNS,O
,AND,CC,O
,RESEARCHERS,NNS,O
,HAVE,VBP,O
,RELIABLE,JJ,O
,ESTIMATES,NNS,O
,OF,IN,O
,POLLUTED,JJ,O
,WATER,NN,O
,RELEASES,NNS,O
,.,.,O
Sentence: 15723,OFFICIALS,NNS,O
,SAY,VBP,O
,FLOW,NN,O
,RATES,NNS,O
,VARY,VBP,O
Sentence: 15724,AND,CC,O
,THE,DT,O
,AP,NNP,O
,USED,VBD,O
,LOW,JJ,O
,FLOW,NN,O
,DATA,NNS,O
,FOR,IN,O
,SEVERAL,JJ,O
,SITES,NNS,O
,WHERE,WRB,O
,AVERAGE,JJ,O
,FLOWS,NNS,O
,WERE,VBD,O
,NOT,RB,O
,AVAILABLE,JJ,O
,.,.,O
Sentence: 15725,QUESTIONS,NNP,O
,OVER,IN,O
Sentence: 15726,WHO,WP,O
,SHOULD,MD,O
,PAY,VB,O
,TO,IN,O
,DATE,NN,O
Sentence: 15727,THE,DT,O
,EPA,NNP,O
,HAS,VBZ,O
,SPENT,VBN,O
,AN,DT,O
,ESTIMATED,VBN,O
,$,$,O
,4,CD,O
,BILLION,CD,O
,ON,IN,O
,MINING,NN,O
,CLEANUPS,NNS,O
,.,.,O
Sentence: 15728,UNDER,IN,O
,TRUMP,NNP,O
Sentence: 15729,THE,DT,O
,AGENCY,NN,O
,HAS,VBZ,O
,IDENTIFIED,VBN,O
,A,DT,O
,SMALL,JJ,O
,NUMBER,NN,O
,OF,IN,O
,SUPERFUND,NNP,O
,SITES,NNS,O
,FOR,IN,O
,HEIGHTENED,JJ,O
,ATTENTION,NN,O
,AFTER,IN,O
,CLEANUP,JJ,O
,EFFORTS,NNS,O
,STALLED,VBN,O
,OR,CC,O
,DRAGGED,VBD,O
,ON,RP,O
,FOR,IN,O
,YEARS,NNS,O
,.,.,O
Sentence: 15730,THEY,PRP,O
,INCLUDE,VBP,O
,FIVE,CD,O
,MINING,NN,O
,SITES,NNS,O
,EXAMINED,VBN,O
,BY,IN,O
,AP,NNP,O
,.,.,O
Sentence: 15731,FORMER,JJ,O
,EPA,NNP,O
,ASSISTANT,NN,O
,ADMINISTRATOR,NN,O
,MATHY,NNP,O
,STANISLAUS,NNP,O
,SAID,VBD,O
,MORE,JJR,O
,MONEY,NN,O
,IS,VBZ,O
,NEEDED,VBN,O
,TO,TO,O
,ADDRESS,VB,O
,MINING,NN,O
,POLLUTION,NN,O
,ON,IN,O
,A,DT,O
,SYSTEMATIC,JJ,O
,BASIS,NN,O
Sentence: 15732,RATHER,RB,O
,THAN,IN,O
,JUMPING,VBG,O
,FROM,IN,O
,ONE,CD,O
,EMERGENCY,NN,O
,RESPONSE,NN,O
,TO,IN,O
,ANOTHER,DT,O
,.,.,O
Sentence: 15733,",``,0
,THE,DT,0
,PIECEMEAL,JJ,0
,APPROACH,NN,0
,IS,VBZ,0
,JUST,RB,0
,NOT,RB,0
,WORKING,VBG,0
Sentence: 15734,",'',O
,SAID,VBD,O
,STANISLAUS,NNP,O
Sentence: 15735,WHO,WP,O
,OVERSAW,VBD,O
,THE,DT,O
,SUPERFUND,NNP,O
,PROGRAM,NN,O
,FOR,IN,O
,ALMOST,RB,O
,EIGHT,CD,O
,YEARS,NNS,O
,ENDING,VBG,O
,IN,IN,O
,2017,CD,O
,.,.,O
Sentence: 15736,DEMOCRATS,NNPS,O
,HAVE,VBP,O
,SOUGHT,VBN,O
,UNSUCCESSFULLY,RB,O
,TO,TO,O
,CREATE,VB,O
,A,DT,O
,SPECIAL,JJ,O
,CLEANUP,NN,O
,FUND,NN,O
,FOR,IN,O
,OLD,JJ,O
,HARDROCK,NN,O
,MINE,NN,O
,SITES,NNS,O
Sentence: 15737,WITH,IN,O
,FEES,NNS,O
,PAID,VBN,O
,BY,IN,O
,THE,DT,O
,MINING,NN,O
,INDUSTRY,NN,O
,.,.,O
Sentence: 15738,SUCH,PDT,O
,A,DT,O
,FUND,NN,O
,HAS,VBZ,O
,BEEN,VBN,O
,IN,IN,O
,PLACE,NN,O
,FOR,IN,O
,COAL,NN,O
,MINES,NNS,O
,SINCE,IN,O
,1977,CD,O
Sentence: 15739,WITH,IN,O
,MORE,JJR,O
,THAN,IN,O
,$,$,O
,11,CD,O
,BILLION,CD,O
,IN,IN,O
,FEES,NNS,O
,COLLECTED,VBN,O
,AND,CC,O
,HUNDREDS,NNS,O
,OF,IN,O
,SITES,NNS,O
,RECLAIMED,VBD,O
,.,.,O
Sentence: 15740,THE,DT,O
,MINING,NN,O
,INDUSTRY,NN,O
,HAS,VBZ,O
,RESISTED,VBN,O
,DOING,VBG,O
,THE,DT,O
,SAME,JJ,O
,FOR,IN,O
,HARDROCK,NN,O
,MINES,NNS,O
Sentence: 15741,AND,CC,O
,REPUBLICANS,NNPS,O
,IN,IN,O
,CONGRESS,NNP,O
,HAVE,VBP,O
,BLOCKED,VBN,O
,THE,DT,O
,DEMOCRATIC,JJ,O
,PROPOSALS,NNS,O
,.,.,O
Sentence: 15742,MONTANA,NNP,O
,MINING,NNP,O
,ASSOCIATION,NNP,O
,DIRECTOR,NN,O
,TAMMY,NNP,O
,JOHNSON,NNP,O
,ACKNOWLEDGED,VBD,O
,ABANDONED,VBN,O
,MINES,NNS,O
,HAVE,VBP,O
,LEFT,VBN,O
,A,DT,O
,LEGACY,NN,O
,OF,IN,O
,POLLUTION,NN,O
Sentence: 15743,BUT,CC,O
,ADDED,VBD,O
,THAT,IN,O
,COMPANIES,NNS,O
,STILL,RB,O
,IN,IN,O
,OPERATION,NN,O
,SHOULD,MD,O
,NOT,RB,O
,BE,VB,O
,FORCED,VBN,O
,TO,TO,O
,PAY,VB,O
,FOR,IN,O
,THOSE,DT,O
,PROBLEMS,NNS,O
,.,.,O
Sentence: 15744,",``,0
,BACK,RB,0
,IN,IN,0
,THE,DT,0
,DAY,NN,0
,THERE,RB,0
,REALLY,RB,0
,WAS,VBD,0
,N'T,RB,0
,A,DT,0
,LOT,NN,0
,KNOWN,VBN,0
,ABOUT,IN,0
,ACID,JJ,1
,MINE,NN,0
,DRAINAGE,NN,0
Sentence: 15745,",'',O
,SHE,PRP,O
,SAID,VBD,O
,.,.,O
Sentence: 15746,",``,0
,I,PRP,0
,JUST,RB,0
,DO,VBP,0
,N'T,RB,0
,THINK,VB,0
,THAT,IN,0
,TODAY,NN,0
,'S,POS,0
,COMPANIES,NNS,0
,BEAR,VBP,0
,THE,DT,0
,RESPONSIBILITY,NN,0
,.,.,0
,",'',O
Sentence: 15747,IN,IN,O
,2017,CD,O
Sentence: 15748,THE,DT,O
,EPA,NNP,O
,PROPOSED,VBD,O
,REQUIRING,VBG,O
,COMPANIES,NNS,O
,STILL,RB,O
,OPERATING,VBG,O
,MINES,NNS,O
,TO,TO,O
,POST,VB,O
,CLEANUP,NN,O
,BONDS,NNS,O
,OR,CC,O
,OFFER,VB,O
,OTHER,JJ,O
,FINANCIAL,JJ,O
,ASSURANCES,NNS,O
Sentence: 15749,SO,IN,O
,TAXPAYERS,NNS,O
,DO,VBP,O
,N'T,RB,O
,END,VB,O
,UP,RP,O
,FOOTING,VBG,O
,CLEANUP,NN,O
,BILLS,NNS,O
,.,.,O
Sentence: 15750,THE,DT,O
,TRUMP,NNP,O
,ADMINISTRATION,NN,O
,HALTED,VBD,O
,THE,DT,O
,RULE,NN,O
Sentence: 15751,BUT,CC,O
,ENVIRONMENTAL,JJ,O
,GROUPS,NNS,O
,ARE,VBP,O
,SCHEDULED,VBN,O
,TO,TO,O
,APPEAR,VB,O
,IN,IN,O
,FEDERAL,JJ,O
,COURT,NN,O
,NEXT,IN,O
,MONTH,NN,O
,IN,IN,O
,A,DT,O
,LAWSUIT,NN,O
,THAT,WDT,O
,SEEKS,VBZ,O
,TO,TO,O
,REVIVE,VB,O
,IT,PRP,O
,.,.,O
Sentence: 15752,",``,0
,WHEN,WRB,0
,SOMETHING,NN,0
,GETS,VBZ,0
,ON,IN,0
,A,DT,0
,SUPERFUND,NNP,0
,SITE,NN,0
Sentence: 15753,THAT,DT,0
,DOES,VBZ,0
,N'T,RB,0
,MEAN,VB,0
,IT,PRP,0
,INSTANTLY,RB,0
,AND,CC,0
,MAGICALLY,RB,0
,GETS,VBZ,0
,CLEANED,VBN,0
,UP,RP,0
Sentence: 15754,",'',O
,SAID,VBD,O
,EARTHJUSTICE,NNP,O
,ATTORNEY,NN,O
,AMANDA,NNP,O
,GOODIN,NNP,O
,.,.,O
Sentence: 15755,",'',0
Sentence: 15756,HAVING,VBG,0
,MONEY,NN,0
,IMMEDIATELY,RB,0
,AVAILABLE,JJ,0
,FROM,IN,0
,A,DT,0
,RESPONSIBLE,JJ,0
,PARTY,NN,0
,WOULD,MD,0
,BE,VB,0
,A,DT,0
,GAME,NN,0
,CHANGER,NN,0
,.,.,0
,",'',O
Sentence: 15758,DATA,NNS,O
,FROM,IN,O
,LAST,JJ,O
,SUMMER,NN,O
,SHOWS,VBZ,O
,12,CD,O
,OF,IN,O
,THE,DT,O
,13,CD,O
,UPSTREAM,JJ,O
,TRIBUTARIES,NNS,O
,OF,IN,O
,THE,DT,O
,PINE,NNP,O
,RIVER,NNP,O
,CONTAMINATED,VBD,O
,WITH,IN,O
,E.,NNP,O
,COLI,NNS,O
,BACTERIA,NNS,O
,.,.,O
Sentence: 15759,THE,DT,O
,HEALTHY,NNP,O
,PINE,NNP,O
,RIVER,NNP,O
,CITIZENS,NNS,O
,GROUP,NN,O
,WILL,MD,O
,HEAR,VB,O
,THE,DT,O
,DATA,NNS,O
,EXPLAINED,VBD,O
,AT,IN,O
,A,DT,O
,MEETING,NN,O
,AT,IN,O
,7,CD,O
,P.M.,NN,O
,THURSDAY,NNP,O
,AT,IN,O
,THE,DT,O
,ALMA,NNP,O
,PUBLIC,NNP,O
,LIBRARY,NNP,O
,.,.,O
Sentence: 15760,THE,DT,O
,PUBLIC,NN,O
,IS,VBZ,O
,INVITED,VBN,O
,.,.,O
Sentence: 15761,SENIOR,JJ,O
,AQUATIC,JJ,O
,BIOLOGIST,NNP,O
,MOLLY,NNP,O
,RIPPKE,NNP,O
,OF,IN,O
,THE,DT,O
,MICHIGAN,NNP,O
,DEPARTMENT,NNP,O
,OF,IN,O
,ENVIRONMENTAL,NNP,O
,QUALITY,NNP,O
,WILL,MD,O
,SPEAK,VB,O
,ABOUT,IN,O
,THE,DT,O
,SAMPLING,NN,O
,PROJECT,NN,O
,CONDUCTED,VBN,O
,BY,IN,O
,MDEQ,NNP,O
,LAST,JJ,O
,SUMMER,NN,O
,.,.,O
Sentence: 15762,HER,PRP$,O
,PRESENTATION,NN,O
,WILL,MD,O
,EXPLAIN,VB,O
,THE,DT,O
,RESULTS,NNS,O
Sentence: 15763,AND,CC,O
,THERE,EX,O
,WILL,MD,O
,BE,VB,O
,QUESTIONS,NNS,O
,AND,CC,O
,ANSWERS,NNS,O
,AFTERWARDS,RB,O
,.,.,O
Sentence: 15764,STREAMS,NNS,O
,THAT,WDT,O
,FLOW,VBP,O
,INTO,IN,O
,BOTH,CC,O
,THE,DT,O
,PINE,NNP,O
,AND,CC,O
,CHIPPEWA,NNP,O
,RIVERS,NNS,O
,WERE,VBD,O
,SAMPLED,VBN,O
,IN,IN,O
,JULY,NNP,O
,AND,CC,O
,AUGUST,NNP,O
,TO,TO,O
,HELP,VB,O
,DETERMINE,VB,O
,THE,DT,O
,SOURCES,NNS,O
,OF,IN,O
,THE,DT,O
,BACTERIAL,JJ,O
,CONTAMINATION,NN,O
,.,.,O
Sentence: 15765,STREAMS,NNS,O
,SAMPLED,VBN,O
,WERE,VBD,O
,IN,IN,O
,MECOSTA,NNP,O
Sentence: 15766,ISABELLA,NNP,O
,AND,CC,O
,GRATIOT,NNP,O
,COUNTIES,NNS,O
,.,.,O
Sentence: 15767,DNA,NN,O
,ANALYSIS,NN,O
,OF,IN,O
,THE,DT,O
,SAMPLES,NNS,O
,IS,VBZ,O
,UNDER,IN,O
,WAY,NN,O
,AT,IN,O
,A,DT,O
,BACTERIOLOGICAL,JJ,O
,RESEARCH,NN,O
,LAB,NN,O
,AT,IN,O
,SAGINAW,NNP,O
,VALLEY,NNP,O
,STATE,NNP,O
,UNIVERSITY,NNP,O
,.,.,O
Sentence: 15768,THE,DT,O
,ANALYSIS,NN,O
,WILL,MD,O
,DETERMINE,VB,O
,IF,IN,O
,THE,DT,O
,E.,NNP,O
,COLI,NNS,O
,BACTERIA,NNS,O
,ARE,VBP,O
,HUMAN,JJ,O
,ARE,VBP,O
,BOVINE,JJ,O
,.,.,O
Sentence: 15769,",``,0
,WE,PRP,0
,EXPECT,VBP,0
,TO,TO,0
,SEE,VB,0
,BOTH,DT,0
Sentence: 15770,",'',O
,SAID,VBD,O
,GARY,NNP,O
,RAYBURN,NNP,O
Sentence: 15771,CHAIR,NN,O
,OF,IN,O
,THE,DT,O
,HEALTHY,NNP,O
,PINE,NNP,O
,RIVER,NNP,O
,GROUP,NN,O
,.,.,O
Sentence: 15772,",``,0
,WE,PRP,0
,KNOW,VBP,0
,THERE,EX,0
,ARE,VBP,0
,LEAKING,VBG,0
,SEPTIC,JJ,0
,TANKS,NNS,0
,ALONG,IN,0
,THE,DT,0
,RIVER,NN,0
Sentence: 15773,AND,CC,0
,OUR,PRP$,0
,GROUP,NN,0
,IS,VBZ,0
,WORKING,VBG,0
,TO,TO,0
,ADDRESS,VB,0
,THAT,DT,0
,ISSUE,NN,0
,.,.,0
Sentence: 15774,WE,PRP,0
,ALSO,RB,0
,KNOW,VBP,0
,THAT,IN,0
,AGRICULTURAL,JJ,0
,RUNOFF,NN,0
,IS,VBZ,0
,A,DT,0
,BIG,JJ,0
,PROBLEM,NN,0
,IN,IN,0
,OUR,PRP$,0
,COUNTY,NN,0
,WITH,IN,0
,23,CD,0
,CAFOS,NNS,0
,AND,CC,0
,OTHER,JJ,0
,LARGE,JJ,0
,FARMS,NNS,0
,LOCATED,VBN,0
,HERE,RB,0
,.,.,0
,",'',O
Sentence: 15775,THE,DT,O
,MID,NNP,O
,-,NNP,O
,MICHIGAN,NNP,O
,DISTRICT,NNP,O
,HEALTH,NNP,O
,DEPARTMENT,NNP,O
,DETERMINED,VBD,O
,TWO,CD,O
,SUMMERS,NNS,O
,AGO,RB,O
,THAT,IN,O
,SIGNS,NNS,O
,SHOULD,MD,O
,BE,VB,O
,PUT,VBN,O
,UP,RP,O
,WARNING,VBG,O
,PEOPLE,NNS,O
,ABOUT,IN,O
,THE,DT,O
,CONTAMINANTS,NNS,O
,IN,IN,O
,THE,DT,O
,RIVER,NN,O
,TO,TO,O
,HELP,VB,O
,PREVENT,VB,O
,ILLNESSES,NNS,O
,CAUSED,VBN,O
,BY,IN,O
,E.,NNP,O
,COLI,NNS,O
,AND,CC,O
,OTHER,JJ,O
,BACTERIA,NNS,O
,PRESENT,JJ,O
,IN,IN,O
,THE,DT,O
,PINE,NNP,O
,RIVER,NNP,O
,.,.,O
Sentence: 15776,THERE,EX,O
,ARE,VBP,O
,SIGNS,NNS,O
,IN,IN,O
,ALMA,NNP,O
,AND,CC,O
,ARCADA,NNP,O
,TOWNSHIP,NNP,O
,AT,IN,O
,ACCESS,NN,O
,POINTS,NNS,O
,NEAR,IN,O
,THE,DT,O
,RIVER,NN,O
,.,.,O
Sentence: 15777,ABOUT,RB,O
,25,CD,O
,PERCENT,NN,O
,OF,IN,O
,THE,DT,O
,DRINKING,NN,O
,WATER,NN,O
,FOR,IN,O
,ALMA,NNP,O
,AND,CC,O
,ST.,NNP,O
,LOUIS,NNP,O
,IS,VBZ,O
,DRAWN,VBN,O
,FROM,IN,O
,THE,DT,O
,PINE,NNP,O
,RIVER,NNP,O
Sentence: 15778,THE,DT,O
,HEALTHY,NNP,O
,PINE,NNP,O
,RIVER,NNP,O
,CITIZENS,NNS,O
,GROUP,NN,O
,STATED,VBD,O
,.,.,O
Sentence: 15780,<,XX,O
,I,PRP,O
,>,XX,O
,COLONIE</I,VBD,O
Sentence: 15781,>,XX,O
,PEOPLE,NNS,O
,IN,IN,O
,COHOES,NNP,O
,AND,CC,O
,COLONIE,NNP,O
,LIKELY,RB,O
,WERE,VBD,O
,NOT,RB,O
,AT,IN,O
,RISK,NN,O
,WHEN,WRB,O
,THEIR,PRP$,O
,MOHAWK,NNP,O
,RIVER,NNP,O
,DRINKING,NN,O
,WATER,NN,O
,SUPPLY,NN,O
,WAS,VBD,O
,TAINTED,VBN,O
,BY,IN,O
,A,DT,O
,MASSIVE,JJ,O
,EIGHT,CD,O
,-,HYPH,O
,DAY,NN,O
,RAW,JJ,O
,SEWAGE,NN,1
,SPILL,NN,O
,UPRIVER,NN,O
,IN,IN,O
,AMSTERDAM,NNP,O
,TWO,CD,O
,WINTERS,NNS,O
,AGO,RB,O
Sentence: 15782,BUT,CC,O
,IT,PRP,O
,'S,VBZ,O
,NOT,RB,O
,POSSIBLE,JJ,O
,TO,TO,O
,KNOW,VB,O
,FOR,IN,O
,CERTAIN,JJ,O
Sentence: 15783,ACCORDING,VBG,O
,TO,IN,O
,LOCAL,JJ,O
,OFFICIALS,NNS,O
,WHO,WP,O
,LEARNED,VBD,O
,OF,IN,O
,THE,DT,O
,EPISODE,NN,O
,THIS,DT,O
,WEEK,NN,O
,.,.,O
Sentence: 15784,THE,DT,O
,24-MILLION,CD,B-quant
,-,HYPH,O
,GALLON,NN,0
,SPILL,NN,0
,HAPPENED,VBD,O
,IN,IN,O
,DECEMBER,NNP,O
,2013,CD,O
Sentence: 15785,BUT,CC,O
,CAME,VBD,O
,TO,TO,O
,LIGHT,VB,O
,PUBLICLY,RB,O
,ONLY,RB,O
,THIS,DT,O
,WEEK,NN,O
,WHEN,WRB,O
,THE,DT,O
,STATE,NN,O
,A,DT,O
,2013,CD,O
,STATE,NN,O
,LAW,NN,O
,THAT,WDT,O
,REQUIRES,VBZ,O
,SEWER,NN,O
,PLANT,NN,O
,OPERATORS,NNS,O
,TO,TO,O
,INFORM,VB,O
,BOTH,DT,O
,THE,DT,O
,STATE,NN,O
,AND,CC,O
,LOCAL,JJ,O
,OFFICIALS,NNS,O
,OF,IN,O
,SEWAGE,NN,1
,SPILLS,NNS,O
,FAILED,VBD,O
,TO,TO,O
,RESULT,VB,O
,IN,IN,O
,ALERTS,NNS,O
,TO,IN,O
,SUCH,JJ,O
,OFFICIALS,NNS,O
,IN,IN,O
,BOTH,DT,O
,MONTGOMERY,NNP,O
,COUNTY,NNP,O
,AND,CC,O
,THE,DT,O
,CAPITAL,NNP,O
,REGION,NNP,O
,.,.,O
Sentence: 15786,THE,DT,O
,MOHAWK,NNP,O
,RIVER,NNP,O
,SEWAGE,NN,1
,SPILL,NN,O
,WAS,VBD,O
,ONE,CD,O
,OF,IN,O
,THE,DT,O
,LARGEST,JJS,O
,FOR,IN,O
,THE,DT,O
,RIVER,NN,O
,IN,IN,O
,MEMORY,NN,O
,.,.,O
Sentence: 15787,TENS,NNS,O
,OF,IN,O
,THOUSANDS,NNS,O
,OF,IN,O
,PEOPLE,NNS,O
,IN,IN,O
,COLONIE,NNP,O
,AND,CC,O
,COHOES,NNPS,O
,RELY,VBP,O
,ON,IN,O
,THE,DT,O
,RIVER,NN,O
,FOR,IN,O
,DRINKING,NN,O
,WATER,NN,O
,.,.,O
Sentence: 15788,ON,IN,O
,TUESDAY,NNP,O
Sentence: 15789,AMSTERDAM,NNP,O
,MAYOR,NNP,O
,UNDER,IN,O
,THE,DT,O
,2013,CD,O
,STATE,NN,O
,SEWAGE,NN,1
,RIGHT,NNP,O
Sentence: 15790,TO,TO,O
,KNOW,VB,O
,LAW,NNP,O
Sentence: 15791,SEWER,NN,O
,PLANT,NN,O
,OPERATORS,NNS,O
,MUST,MD,O
,REPORT,VB,O
,SPILLS,NNS,O
,WITHIN,IN,O
,TWO,CD,O
,HOURS,NNS,O
,TO,IN,O
,DEC,NNP,O
,AND,CC,O
,WITHIN,IN,O
,FOUR,CD,O
,HOURS,NNS,O
,TO,IN,O
,",``,0
,THE,DT,0
,PUBLIC,NN,0
,AND,CC,0
,ADJOINING,JJ,0
,MUNICIPALITIES,NNS,0
,",'',O
,SO,RB,O
Sentence: 15792,LOCAL,JJ,O
,OFFICIALS,NNS,O
,AND,CC,O
,THE,DT,O
,PUBLIC,NN,O
,HAVE,VBP,O
,A,DT,O
,CHANCE,NN,O
,TO,TO,O
,REACT,VB,O
,QUICKLY,RB,O
,RATHER,RB,O
,THAN,IN,O
,REMAIN,VB,O
,UNAWARE,JJ,O
,.,.,O
Sentence: 15793,ON,IN,O
,MONDAY,NNP,O
Sentence: 15794,THE,DT,O
,DEC,NNP,O
,BLAMED,VBD,O
,THE,DT,O
,FAILURE,NN,O
,TO,TO,O
,INFORM,VB,O
,LOCAL,JJ,O
,OFFICIALS,NNS,O
,ON,IN,O
,A,DT,O
,FORM,NN,O
,FILLED,VBN,O
,OUT,RP,O
,IMPROPERLY,RB,O
,BY,IN,O
,AMSTERDAM,NNP,O
,OFFICIALS,NNS,O
,TO,TO,O
,REPORT,VB,O
,THE,DT,O
,SPILL,NN,O
Sentence: 15795,WHICH,WDT,O
,RAN,VBD,O
,FROM,IN,O
,DEC.,NNP,O
,12,CD,O
,TO,TO,O
,20,CD,O
,AFTER,IN,O
,TWO,CD,O
,PUMPING,VBG,O
,STATIONS,NNS,O
,FAILED,VBD,O
,AND,CC,O
,POURED,VBD,O
,UNTREATED,JJ,O
,SEWAGE,NN,1
,DIRECTLY,RB,O
,INTO,IN,O
,THE,DT,O
,RIVER,NN,O
,.,.,O
Sentence: 15796,THANE,NNP,O
,ADDED,VBD,O
Sentence: 15797,",``,0
,AT,IN,0
,THE,DT,0
,TIME,NN,0
Sentence: 15798,WE,PRP,0
,WERE,VBD,0
,FULLY,RB,0
,IN,IN,0
,COMPLIANCE,NN,0
,WITH,IN,0
,WHAT,WP,0
,WAS,VBD,0
,EXPECTED,VBN,0
,OF,IN,0
,US,PRP,0
,.,.,0
Sentence: 15799,DEC,NNP,0
,WAS,VBD,0
,AND,CC,0
,IS,VBZ,0
,RESPONSIBLE,JJ,0
,FOR,IN,0
,THE,DT,0
,NOTIFICATIONS,NNS,0
,OF,IN,0
,THE,DT,0
,DOWNSTREAM,JJ,0
,USERS,NNS,0
,.,.,0
Sentence: 15800,WE,PRP,0
,ARE,VBP,0
,HOPEFUL,JJ,0
,THAT,IN,0
,THEY,PRP,0
,DID,VBD,0
,THEIR,PRP$,0
,DUE,JJ,0
,DILIGENCE,NN,0
,AND,CC,0
,MADE,VBD,0
,THE,DT,0
,PROPER,JJ,0
,NOTIFICATIONS,NNS,0
,IN,IN,0
,DECEMBER,NNP,0
,OF,IN,0
,2013,CD,0
,.,.,0
Sentence: 15801,CITY,NN,0
,OFFICIALS,NNS,0
,WOULD,MD,0
,NOT,RB,0
,KNOW,VB,0
,WHO,WP,0
,TO,TO,0
,CONTACT,VB,0
,DOWNSTREAM,NN,0
,.,.,0
,",'',O
Sentence: 15802,ASKED,VBN,O
,ABOUT,IN,O
,THANE,NNP,O
,'S,POS,O
,STATEMENT,NN,O
Sentence: 15803,THE,DT,O
,MEANWHILE,RB,O
Sentence: 15804,WATER,NN,O
,SYSTEM,NN,O
,OFFICIALS,NNS,O
,IN,IN,O
,COLONIE,NNP,O
,AND,CC,O
,COHOES,NNPS,O
,EXPRESSED,VBD,O
,CONCERN,NN,O
,OVER,IN,O
,THE,DT,O
,NOTIFICATION,NN,O
,FAILURE,NN,O
,WHILE,IN,O
,ALSO,RB,O
,SEEKING,VBG,O
,TO,TO,O
,ALLAY,VB,O
,CONCERNS,NNS,O
,OVER,IN,O
,POTENTIAL,JJ,O
,DRINKING,NN,O
,WATER,NN,O
,SAFETY,NN,O
,.,.,O
Sentence: 15805,",``,0
,I,PRP,0
,WANT,VBP,0
,THE,DT,0
,PUBLIC,NN,0
,TO,TO,0
,KNOW,VB,0
,THAT,IN,0
,WE,PRP,0
,HAVE,VBP,0
,MULTIPLE,JJ,0
,BARRIERS,NNS,0
,IN,IN,0
,OUR,PRP$,0
,WATER,NN,0
,TREATMENT,NN,0
,PLANT,NN,0
Sentence: 15806,INCLUDING,VBG,0
,DISINFECTANT,NN,0
,AT,IN,0
,THE,DT,0
,END,NN,0
Sentence: 15807,",'',O
,SAID,VBD,O
,FRAZER,NNP,O
,SAID,VBD,O
,IF,IN,O
,HE,PRP,O
,HAD,VBD,O
,RECEIVED,VBN,O
,NOTICE,NN,O
,OF,IN,O
,THE,DT,O
,SEWAGE,NN,1
,SPILL,NN,O
,HE,PRP,O
,WOULD,MD,O
,HAVE,VB,O
,INCREASED,VBN,O
,CONTAMINANT,JJ,O
,MONITORING,NN,O
,AT,IN,O
,THE,DT,O
,DRINKING,NN,O
,WATER,NN,O
,INTAKES,NNS,O
,TO,TO,O
,SEE,VB,O
,IF,IN,O
,TREATMENT,NN,O
,METHODS,NNS,O
,NEEDED,VBD,O
,ADJUSTMENT,NN,O
,.,.,O
Sentence: 15808,HE,PRP,O
,ADDED,VBD,O
,THAT,IN,O
,THE,DT,O
,HEALTH,NN,O
,RISK,NN,O
,WAS,VBD,O
,LIKELY,RB,O
,LOW,JJ,O
,BECAUSE,IN,O
,THE,DT,O
,SEWAGE,NN,1
,HAD,VBD,O
,BEEN,VBN,O
,DILUTED,VBN,O
,BY,IN,O
,THE,DT,O
,TIME,NN,O
,IT,PRP,O
,REACHED,VBD,O
,COLONIE,NNP,O
,'S,POS,O
,WATER,NN,O
,INTAKES,NNS,O
,.,.,O
Sentence: 15809,AMSTERDAM,NNP,O
,IS,VBZ,O
,ABOUT,RB,O
,30,CD,O
,MILES,NNS,O
,UPRIVER,JJ,O
,.,.,O
Sentence: 15810,",``,0
,I,PRP,0
,'D,MD,0
,LIKE,VB,0
,TO,TO,0
,SAY,VB,0
,THAT,IN,0
,EVERYTHING,NN,0
,WAS,VBD,0
,OK,JJ,0
,BACK,RB,0
,THEN,RB,0
Sentence: 15811,BUT,CC,0
,WE,PRP,0
,HAVE,VBP,0
,NO,DT,0
,WAY,NN,0
,OF,IN,0
,KNOWING,VBG,0
,FOR,IN,0
,CERTAIN,JJ,0
,IF,IN,0
,THERE,EX,0
